absence_days,biology_score,career_aspiration,chemistry_score,economics_score,email,english_score,extracurricular_activities,first_name,gender,geography_score,history_score,id,last_name,math_score,part_time_job,physics_score,weekly_self_study_hours
7,79,Business Owner,74,,randall.wyatt.1195@gslingacademy.com,80,True,Randall,male,73,66,1195,Wyatt,77,False,92,4
1,92,Game Developer,78,,ryan.sutton.1196@gslingacademy.com,82,False,Ryan,male,85,72,1196,Sutton,93,False,85,23
1,97,Construction Engineer,79,,rick.garcia.1197@gslingacademy.com,76,True,Rick,male,75,65,1197,Garcia,86,False,94,12
7,88,Construction Engineer,86,,frank.schmitt.1198@gslingacademy.com,60,False,Frank,male,89,82,1198,Schmitt,86,False,92,28
2,100,Accountant,94,91.0,alan.mcgrath.1199@gslingacademy.com,99,False,Alan,male,69,82,1199,Mcgrath,96,False,91,20
3,91,Doctor,64,,lauren.gomez.1200@gslingacademy.com,65,False,Lauren,female,84,75,1200,Gomez,69,False,66,35
0,100,Lawyer,88,,katherine.taylor.1201@gslingacademy.com,89,True,Katherine,female,84,91,1201,Taylor,88,False,62,33
6,65,Real Estate Developer,82,,ashley.york.1202@gslingacademy.com,73,False,Ashley,female,90,74,1202,York,84,False,68,4
4,79,Business Owner,90,,charles.rangel.1203@gslingacademy.com,71,True,Charles,male,75,85,1203,Rangel,79,True,70,1
5,66,Government Officer,87,,brooke.burnett.1204@gslingacademy.com,75,False,Brooke,female,87,88,1204,Burnett,97,False,67,7
3,99,Construction Engineer,71,,ronald.lane.1205@gslingacademy.com,90,False,Ronald,male,65,70,1205,Lane,88,False,94,27
2,74,Stock Investor,65,,emma.andrews.1206@gslingacademy.com,93,False,Emma,female,90,74,1206,Andrews,85,False,75,34
2,83,Software Engineer,65,,nancy.esparza.1207@gslingacademy.com,79,False,Nancy,female,96,90,1207,Esparza,94,True,90,33
1,61,Unknown,68,,sean.erickson.1208@gslingacademy.com,60,False,Sean,male,68,73,1208,Erickson,62,False,95,18
2,79,Real Estate Developer,77,,heather.davis.1209@gslingacademy.com,88,True,Heather,female,89,94,1209,Davis,89,False,92,9
2,69,Real Estate Developer,98,,kimberly.bailey.1210@gslingacademy.com,65,False,Kimberly,female,94,66,1210,Bailey,79,False,99,3
5,74,Banker,84,,tracy.garcia.1211@gslingacademy.com,82,False,Tracy,female,78,77,1211,Garcia,92,False,75,28
5,98,Stock Investor,83,,brenda.rhodes.1212@gslingacademy.com,71,False,Brenda,female,84,70,1212,Rhodes,86,False,86,28
2,93,Doctor,77,,sarah.brooks.1213@gslingacademy.com,64,False,Sarah,female,69,67,1213,Brooks,76,False,62,26
10,55,Business Owner,53,,jennifer.beck.1214@gslingacademy.com,91,True,Jennifer,female,77,85,1214,Beck,75,True,50,4
3,81,Teacher,82,,allison.bond.1215@gslingacademy.com,81,False,Allison,female,88,88,1215,Bond,87,False,94,15
3,76,Unknown,74,,jessica.smith.1216@gslingacademy.com,72,False,Jessica,female,61,75,1216,Smith,88,False,83,33
3,65,Writer,96,,carol.nguyen.1217@gslingacademy.com,91,True,Carol,female,97,85,1217,Nguyen,76,False,100,31
5,61,Government Officer,90,,george.francis.1218@gslingacademy.com,84,True,George,male,85,85,1218,Francis,60,False,65,7
1,70,Unknown,68,,michelle.dixon.1219@gslingacademy.com,63,False,Michelle,female,77,64,1219,Dixon,85,False,98,26
9,85,Business Owner,93,,linda.george.1220@gslingacademy.com,85,True,Linda,female,73,88,1220,George,78,False,57,3
5,75,Lawyer,89,,larry.bruce.1221@gslingacademy.com,88,True,Larry,male,93,95,1221,Bruce,99,False,80,31
4,83,Business Owner,81,,charles.myers.1222@gslingacademy.com,57,True,Charles,male,71,57,1222,Myers,78,False,77,1
4,59,Accountant,78,91.0,matthew.boyd.1223@gslingacademy.com,68,True,Matthew,male,96,90,1223,Boyd,93,False,92,30
2,95,Lawyer,60,,ronald.brewer.1224@gslingacademy.com,92,True,Ronald,male,66,91,1224,Brewer,100,False,76,28
3,98,Doctor,61,,kimberly.mcgee.1225@gslingacademy.com,78,False,Kimberly,female,64,80,1225,Mcgee,72,True,67,24
1,62,Banker,94,,jill.anderson.1226@gslingacademy.com,76,True,Jill,female,77,66,1226,Anderson,94,False,68,28
6,68,Real Estate Developer,85,,david.coffey.1227@gslingacademy.com,84,False,David,male,91,64,1227,Coffey,78,False,78,6
9,67,Business Owner,51,,brittany.henderson.1228@gslingacademy.com,65,True,Brittany,female,82,79,1228,Henderson,80,True,82,5
2,94,Teacher,81,,holly.richardson.1229@gslingacademy.com,87,False,Holly,female,69,87,1229,Richardson,95,False,70,26
7,62,Unknown,100,,justin.brooks.1230@gslingacademy.com,83,False,Justin,male,87,74,1230,Brooks,93,False,98,3
4,88,Lawyer,94,,joan.frederick.1231@gslingacademy.com,91,True,Joan,female,94,91,1231,Frederick,94,False,98,26
4,45,Accountant,96,87.0,loretta.webb.1232@gslingacademy.com,84,False,Loretta,female,90,80,1232,Webb,97,False,84,18
5,35,Accountant,94,94.0,toni.zimmerman.1233@gslingacademy.com,95,False,Toni,female,80,98,1233,Zimmerman,90,False,74,31
1,70,Teacher,66,,jaime.houston.1234@gslingacademy.com,83,False,Jaime,female,97,89,1234,Houston,95,False,85,24
2,64,Software Engineer,69,,jacqueline.goodman.1235@gslingacademy.com,73,True,Jacqueline,female,88,82,1235,Goodman,96,False,93,30
0,88,Designer,77,,brian.crawford.1236@gslingacademy.com,83,True,Brian,male,84,83,1236,Crawford,100,False,67,19
4,98,Doctor,72,,john.reynolds.1237@gslingacademy.com,76,False,John,male,74,75,1237,Reynolds,77,False,62,29
0,76,Designer,76,,heather.marsh.1238@gslingacademy.com,77,True,Heather,female,97,67,1238,Marsh,97,False,79,19
10,82,Business Owner,80,,dawn.flores.1239@gslingacademy.com,89,True,Dawn,female,78,98,1239,Flores,80,True,66,2
3,86,Unknown,91,,christie.lane.1240@gslingacademy.com,97,False,Christie,female,85,85,1240,Lane,99,False,98,35
5,99,Designer,94,,traci.johnson.1241@gslingacademy.com,87,True,Traci,female,92,89,1241,Johnson,99,False,88,11
3,83,Accountant,89,88.0,robert.hartman.1242@gslingacademy.com,79,False,Robert,male,76,83,1242,Hartman,95,False,78,28
6,51,Business Owner,73,,christopher.porter.1243@gslingacademy.com,89,True,Christopher,male,78,95,1243,Porter,74,True,75,2
6,66,Software Engineer,64,,phillip.lynch.1244@gslingacademy.com,96,True,Phillip,male,65,73,1244,Lynch,94,False,86,34
3,30,Accountant,64,86.0,matthew.green.1245@gslingacademy.com,72,True,Matthew,male,68,70,1245,Green,91,False,65,26
7,64,Stock Investor,92,,jesse.johnson.1246@gslingacademy.com,70,False,Jesse,male,72,77,1246,Johnson,87,False,87,26
1,99,Doctor,69,,donna.andrews.1247@gslingacademy.com,71,False,Donna,female,82,78,1247,Andrews,74,False,67,22
1,79,Software Engineer,72,,timothy.hall.1248@gslingacademy.com,92,False,Timothy,male,82,85,1248,Hall,97,True,92,35
1,71,Teacher,87,,amy.hicks.1249@gslingacademy.com,83,False,Amy,female,82,80,1249,Hicks,68,False,74,18
10,57,Business Owner,83,,susan.wall.1250@gslingacademy.com,59,True,Susan,female,76,82,1250,Wall,80,False,81,2
4,84,Banker,79,,david.fields.1251@gslingacademy.com,85,True,David,male,74,65,1251,Fields,92,False,81,10
3,92,Writer,93,,terri.lyons.1252@gslingacademy.com,98,True,Terri,female,71,84,1252,Lyons,69,False,82,21
1,77,Software Engineer,99,,eric.jones.1253@gslingacademy.com,72,False,Eric,male,75,98,1253,Jones,91,True,87,31
6,64,Accountant,75,86.0,betty.nguyen.1254@gslingacademy.com,96,False,Betty,female,71,64,1254,Nguyen,96,False,90,24
1,61,Stock Investor,97,,albert.anderson.1255@gslingacademy.com,63,False,Albert,male,71,74,1255,Anderson,83,True,73,33
5,43,Artist,35,,katrina.montgomery.1256@gslingacademy.com,80,True,Katrina,female,42,94,1256,Montgomery,36,False,44,4
2,88,Software Engineer,60,,samantha.cole.1257@gslingacademy.com,65,False,Samantha,female,92,80,1257,Cole,95,False,94,37
6,87,Business Owner,87,,kathleen.potts.1258@gslingacademy.com,62,True,Kathleen,female,74,89,1258,Potts,73,False,78,2
2,75,Software Engineer,69,,melissa.edwards.1259@gslingacademy.com,68,False,Melissa,female,70,97,1259,Edwards,96,False,87,26
1,75,Accountant,81,91.0,mark.delgado.1260@gslingacademy.com,81,False,Mark,male,63,71,1260,Delgado,92,False,89,18
2,65,Writer,77,,derek.bates.1261@gslingacademy.com,95,True,Derek,male,78,81,1261,Bates,70,False,79,16
3,98,Doctor,61,,ryan.ruiz.1262@gslingacademy.com,84,True,Ryan,male,74,64,1262,Ruiz,67,False,75,21
1,97,Software Engineer,67,,charles.gill.1263@gslingacademy.com,73,False,Charles,male,96,62,1263,Gill,93,False,91,29
3,87,Unknown,65,,amanda.edwards.1264@gslingacademy.com,93,True,Amanda,female,84,72,1264,Edwards,76,False,97,27
4,61,Stock Investor,87,,emily.waters.1265@gslingacademy.com,78,True,Emily,female,96,71,1265,Waters,88,True,98,24
5,73,Construction Engineer,81,,john.stevenson.1266@gslingacademy.com,75,False,John,male,99,100,1266,Stevenson,86,False,90,27
3,83,Government Officer,92,,kevin.hoffman.1267@gslingacademy.com,77,False,Kevin,male,90,88,1267,Hoffman,88,False,88,14
8,65,Software Engineer,96,,joseph.mcconnell.1268@gslingacademy.com,63,False,Joseph,male,100,65,1268,Mcconnell,98,False,85,29
1,76,Lawyer,87,,jessica.smith.1269@gslingacademy.com,92,True,Jessica,female,85,92,1269,Smith,88,False,89,24
4,69,Business Owner,86,,shannon.martinez.1270@gslingacademy.com,84,True,Shannon,female,70,73,1270,Martinez,73,False,89,0
3,93,Doctor,76,,kenneth.baker.1271@gslingacademy.com,71,False,Kenneth,male,62,69,1271,Baker,81,False,66,35
2,80,Software Engineer,88,,margaret.sanchez.1272@gslingacademy.com,75,False,Margaret,female,70,76,1272,Sanchez,98,False,86,38
1,49,Accountant,89,85.0,ryan.hensley.1273@gslingacademy.com,85,False,Ryan,male,63,67,1273,Hensley,90,True,90,15
1,90,Game Developer,83,,sharon.stephenson.1274@gslingacademy.com,99,False,Sharon,female,97,72,1274,Stephenson,87,False,85,30
10,92,Business Owner,63,,shawn.cameron.1275@gslingacademy.com,72,True,Shawn,male,83,99,1275,Cameron,72,True,84,3
4,69,Government Officer,97,,stephanie.kennedy.1276@gslingacademy.com,82,False,Stephanie,female,87,86,1276,Kennedy,98,False,70,8
0,82,Game Developer,62,,hayley.abbott.1277@gslingacademy.com,69,False,Hayley,female,62,66,1277,Abbott,93,False,88,32
9,96,Business Owner,51,,rachel.jacobs.1278@gslingacademy.com,88,True,Rachel,female,77,72,1278,Jacobs,74,True,92,5
1,100,Banker,60,,danielle.tran.1279@gslingacademy.com,84,True,Danielle,female,93,100,1279,Tran,79,True,79,26
2,90,Banker,98,,autumn.barrett.1280@gslingacademy.com,95,False,Autumn,female,73,66,1280,Barrett,77,False,61,24
5,86,Banker,81,,jennifer.landry.1281@gslingacademy.com,80,False,Jennifer,female,92,100,1281,Landry,89,False,90,24
0,62,Real Estate Developer,66,,sean.rodriguez.1282@gslingacademy.com,61,True,Sean,male,86,69,1282,Rodriguez,84,True,80,9
2,40,Artist,35,,ryan.long.1283@gslingacademy.com,93,True,Ryan,male,39,85,1283,Long,38,False,38,4
2,49,Artist,41,,robert.hancock.1284@gslingacademy.com,80,True,Robert,male,39,90,1284,Hancock,38,False,46,6
2,67,Banker,78,,stephanie.rodriguez.1285@gslingacademy.com,95,False,Stephanie,female,96,65,1285,Rodriguez,92,False,88,15
5,92,Banker,89,,kristen.evans.1286@gslingacademy.com,75,False,Kristen,female,78,62,1286,Evans,85,False,92,32
3,57,Accountant,70,89.0,jaime.white.1287@gslingacademy.com,77,False,Jaime,female,96,83,1287,White,94,False,66,26
5,66,Software Engineer,73,,marcus.howard.1288@gslingacademy.com,98,True,Marcus,male,81,65,1288,Howard,92,False,88,30
0,85,Banker,86,,lucas.jenkins.1289@gslingacademy.com,89,False,Lucas,male,95,89,1289,Jenkins,93,False,88,35
3,69,Game Developer,64,,aaron.ortiz.1290@gslingacademy.com,71,False,Aaron,male,64,93,1290,Ortiz,90,False,85,23
1,85,Government Officer,61,,todd.stephens.1291@gslingacademy.com,83,False,Todd,male,94,94,1291,Stephens,62,False,92,13
2,96,Stock Investor,60,,denise.blackburn.1292@gslingacademy.com,76,True,Denise,female,99,84,1292,Blackburn,83,True,80,20
5,43,Artist,44,,susan.perez.1293@gslingacademy.com,81,True,Susan,female,45,82,1293,Perez,36,False,42,3
1,68,Real Estate Developer,64,,tyler.green.1294@gslingacademy.com,80,False,Tyler,male,94,75,1294,Green,80,False,62,5
2,90,Banker,99,,rebecca.daniel.1295@gslingacademy.com,92,False,Rebecca,female,72,74,1295,Daniel,84,False,90,34
6,88,Writer,68,,alexandria.harris.1296@gslingacademy.com,93,True,Alexandria,female,88,86,1296,Harris,91,False,82,34
2,66,Construction Engineer,62,,danny.taylor.1297@gslingacademy.com,90,False,Danny,male,91,81,1297,Taylor,91,False,91,21
4,78,Accountant,82,90.0,amanda.evans.1298@gslingacademy.com,60,False,Amanda,female,71,63,1298,Evans,95,False,84,27
0,74,Software Engineer,84,,scott.owens.1299@gslingacademy.com,75,False,Scott,male,100,72,1299,Owens,94,False,93,35
4,90,Lawyer,73,,jesus.jones.1300@gslingacademy.com,88,True,Jesus,male,60,95,1300,Jones,81,False,97,31
3,91,Teacher,61,,april.spence.1301@gslingacademy.com,88,False,April,female,76,83,1301,Spence,89,True,87,25
2,91,Construction Engineer,92,,christopher.lopez.1302@gslingacademy.com,66,False,Christopher,male,74,65,1302,Lopez,93,False,94,13
3,100,Accountant,79,90.0,mario.hopkins.1303@gslingacademy.com,74,False,Mario,male,83,88,1303,Hopkins,91,False,88,28
5,78,Software Engineer,81,,cody.burke.1304@gslingacademy.com,91,False,Cody,male,87,89,1304,Burke,99,False,94,26
3,79,Game Developer,61,,candace.white.1305@gslingacademy.com,70,False,Candace,female,86,63,1305,White,88,True,85,22
2,60,Software Engineer,87,,robert.brown.1306@gslingacademy.com,78,False,Robert,male,70,98,1306,Brown,91,False,85,25
4,34,Accountant,91,85.0,erica.woodward.1307@gslingacademy.com,73,False,Erica,female,60,80,1307,Woodward,94,False,73,18
0,90,Lawyer,89,,elizabeth.smith.1308@gslingacademy.com,91,True,Elizabeth,female,89,98,1308,Smith,100,False,67,29
1,61,Writer,97,,jennifer.martin.1309@gslingacademy.com,96,True,Jennifer,female,82,82,1309,Martin,92,False,89,13
4,82,Game Developer,85,,david.smith.1310@gslingacademy.com,62,False,David,male,63,95,1310,Smith,93,False,88,23
6,94,Software Engineer,94,,lori.johnson.1311@gslingacademy.com,96,False,Lori,female,85,67,1311,Johnson,93,False,94,27
2,72,Unknown,97,,martin.garcia.1312@gslingacademy.com,72,False,Martin,male,95,74,1312,Garcia,62,False,98,2
3,76,Accountant,86,89.0,stacy.collins.1313@gslingacademy.com,78,False,Stacy,female,81,88,1313,Collins,99,False,85,27
1,71,Banker,88,,timothy.bailey.1314@gslingacademy.com,95,False,Timothy,male,81,90,1314,Bailey,87,False,80,22
5,75,Accountant,91,90.0,susan.gonzalez.1315@gslingacademy.com,93,True,Susan,female,81,85,1315,Gonzalez,92,False,67,24
6,72,Banker,80,,nicole.harris.1316@gslingacademy.com,83,False,Nicole,female,98,72,1316,Harris,96,False,66,27
2,60,Accountant,67,89.0,courtney.moran.1317@gslingacademy.com,60,False,Courtney,female,61,63,1317,Moran,97,False,66,25
3,92,Construction Engineer,99,,gregory.barton.1318@gslingacademy.com,62,False,Gregory,male,71,92,1318,Barton,90,False,87,17
1,69,Construction Engineer,72,,dakota.clark.1319@gslingacademy.com,84,False,Dakota,male,86,73,1319,Clark,91,False,90,14
5,90,Banker,88,,robin.leonard.1320@gslingacademy.com,81,False,Robin,female,95,72,1320,Leonard,99,False,74,14
1,82,Government Officer,67,,edward.smith.1321@gslingacademy.com,76,False,Edward,male,93,93,1321,Smith,62,False,96,3
7,61,Business Owner,59,,julie.little.1322@gslingacademy.com,87,True,Julie,female,77,79,1322,Little,73,False,79,5
10,76,Business Owner,80,,maureen.norman.1323@gslingacademy.com,73,True,Maureen,female,75,52,1323,Norman,84,False,87,2
3,91,Game Developer,97,,jeffrey.andrews.1324@gslingacademy.com,87,False,Jeffrey,male,68,63,1324,Andrews,91,False,88,30
10,61,Lawyer,98,,christina.martinez.1325@gslingacademy.com,86,True,Christina,female,67,90,1325,Martinez,94,False,96,33
2,74,Banker,71,,samuel.becker.1326@gslingacademy.com,94,False,Samuel,male,78,99,1326,Becker,89,False,89,31
1,97,Construction Engineer,95,,carlos.flynn.1327@gslingacademy.com,74,False,Carlos,male,63,100,1327,Flynn,88,False,90,16
5,76,Unknown,68,,roberto.martin.1328@gslingacademy.com,90,False,Roberto,male,95,81,1328,Martin,69,False,83,15
7,98,Business Owner,63,,jennifer.johnson.1329@gslingacademy.com,54,True,Jennifer,female,80,51,1329,Johnson,82,False,67,5
10,68,Business Owner,54,,anthony.shah.1330@gslingacademy.com,69,True,Anthony,male,75,92,1330,Shah,79,True,60,3
8,79,Business Owner,61,,aimee.cook.1331@gslingacademy.com,76,True,Aimee,female,74,91,1331,Cook,76,False,69,4
1,84,Accountant,79,94.0,angela.collins.1332@gslingacademy.com,90,True,Angela,female,64,93,1332,Collins,94,False,67,29
7,73,Unknown,74,,john.jensen.1333@gslingacademy.com,63,True,John,male,81,80,1333,Jensen,76,False,93,18
2,75,Teacher,88,,julie.gomez.1334@gslingacademy.com,86,False,Julie,female,68,81,1334,Gomez,80,False,66,17
0,96,Software Engineer,62,,bryan.mitchell.1335@gslingacademy.com,77,False,Bryan,male,80,90,1335,Mitchell,96,False,88,33
3,63,Software Engineer,88,,katie.clark.1336@gslingacademy.com,78,False,Katie,female,95,98,1336,Clark,91,True,89,31
7,65,Lawyer,87,,kathleen.simpson.1337@gslingacademy.com,92,True,Kathleen,female,95,99,1337,Simpson,100,False,94,31
9,57,Business Owner,96,,carolyn.reyes.1338@gslingacademy.com,68,True,Carolyn,female,70,60,1338,Reyes,71,False,88,5
2,75,Stock Investor,95,,derrick.ortiz.1339@gslingacademy.com,61,False,Derrick,male,99,77,1339,Ortiz,84,False,96,6
1,97,Lawyer,61,,calvin.huynh.1340@gslingacademy.com,89,True,Calvin,male,91,99,1340,Huynh,86,False,64,33
7,75,Business Owner,50,,margaret.wells.1341@gslingacademy.com,95,True,Margaret,female,78,67,1341,Wells,78,False,72,0
6,75,Software Engineer,64,,heather.fitzpatrick.1342@gslingacademy.com,66,True,Heather,female,76,78,1342,Fitzpatrick,90,False,86,25
2,69,Accountant,62,94.0,kimberly.wood.1343@gslingacademy.com,82,False,Kimberly,female,94,79,1343,Wood,94,False,95,26
1,36,Artist,39,,gina.kennedy.1344@gslingacademy.com,91,True,Gina,female,46,88,1344,Kennedy,49,False,42,7
2,86,Unknown,94,,jeremy.ward.1345@gslingacademy.com,79,False,Jeremy,male,90,90,1345,Ward,85,False,61,10
5,99,Doctor,80,,patricia.rhodes.1346@gslingacademy.com,69,False,Patricia,female,81,73,1346,Rhodes,70,False,61,24
5,38,Artist,42,,connie.colon.1347@gslingacademy.com,86,True,Connie,female,38,80,1347,Colon,46,False,48,4
1,89,Software Engineer,100,,pamela.moyer.1348@gslingacademy.com,98,False,Pamela,female,71,87,1348,Moyer,93,False,93,29
10,75,Unknown,74,,rachel.williams.1349@gslingacademy.com,86,False,Rachel,female,100,63,1349,Williams,62,False,94,15
10,86,Business Owner,87,,sean.malone.1350@gslingacademy.com,67,True,Sean,male,71,75,1350,Malone,82,True,61,3
3,69,Teacher,60,,natalie.fitzgerald.1351@gslingacademy.com,82,True,Natalie,female,84,88,1351,Fitzgerald,60,False,71,15
9,96,Stock Investor,92,,kevin.diaz.1352@gslingacademy.com,74,False,Kevin,male,99,77,1352,Diaz,89,False,74,31
2,74,Real Estate Developer,97,,beth.jones.1353@gslingacademy.com,90,True,Beth,female,86,81,1353,Jones,76,False,100,9
1,66,Teacher,82,,kathryn.bates.1354@gslingacademy.com,82,False,Kathryn,female,90,81,1354,Bates,90,False,73,23
2,55,Accountant,80,91.0,aaron.mcdaniel.1355@gslingacademy.com,86,False,Aaron,male,95,80,1355,Mcdaniel,90,False,65,22
3,81,Banker,79,,angela.king.1356@gslingacademy.com,93,False,Angela,female,72,82,1356,King,76,False,74,11
10,91,Business Owner,61,,lauren.arias.1357@gslingacademy.com,76,True,Lauren,female,77,100,1357,Arias,74,True,64,2
2,77,Unknown,100,,alyssa.miller.1358@gslingacademy.com,62,False,Alyssa,female,69,98,1358,Miller,73,False,72,21
1,66,Unknown,64,,lisa.best.1359@gslingacademy.com,96,False,Lisa,female,99,64,1359,Best,60,False,84,28
9,78,Business Owner,73,,nicole.garcia.1360@gslingacademy.com,67,True,Nicole,female,80,100,1360,Garcia,71,True,72,4
4,88,Software Engineer,93,,william.lee.1361@gslingacademy.com,96,False,William,male,97,98,1361,Lee,94,False,92,27
6,97,Doctor,82,,christopher.bowen.1362@gslingacademy.com,67,False,Christopher,male,78,83,1362,Bowen,68,False,68,27
0,55,Accountant,99,91.0,david.bradford.1363@gslingacademy.com,68,True,David,male,73,84,1363,Bradford,96,False,69,14
10,52,Business Owner,95,,stephanie.jordan.1364@gslingacademy.com,84,True,Stephanie,female,84,63,1364,Jordan,71,False,65,1
4,94,Doctor,74,,joseph.blake.1365@gslingacademy.com,76,False,Joseph,male,64,82,1365,Blake,84,False,81,29
1,95,Lawyer,66,,christina.velasquez.1366@gslingacademy.com,89,True,Christina,female,95,92,1366,Velasquez,94,False,78,33
1,86,Writer,81,,thomas.calderon.1367@gslingacademy.com,93,True,Thomas,male,75,89,1367,Calderon,83,False,72,18
2,87,Unknown,88,,jorge.lee.1368@gslingacademy.com,76,False,Jorge,male,68,77,1368,Lee,98,False,91,11
5,66,Business Owner,61,,jasmin.phillips.1369@gslingacademy.com,91,True,Jasmin,female,71,63,1369,Phillips,83,True,60,3
